,Category,Rating,Reviews,Size,Installs,Price,Content Rating,Genres,Rated 4.4 or more
1080,11,4.5,60449.0,100.0,1000000.0,0.0,0.0,23,1
1081,11,4.5,381788.0,32.0,10000000.0,0.0,0.0,23,1
1082,11,3.6,10697.0,46.0,1000000.0,0.0,0.0,23,-1
1083,11,4.2,347838.0,0.0,100000000.0,0.0,0.0,23,-1
1084,11,4.1,31804.0,9.8,5000000.0,0.0,0.0,23,-1
1085,11,3.5,3856.0,8.2,1000000.0,0.0,0.0,23,-1
1086,11,4.4,199684.0,18.0,5000000.0,0.0,0.0,23,1
1087,11,4.0,44545.0,0.0,1000000.0,0.0,0.0,23,-1
1088,11,4.5,1336246.0,39.0,10000000.0,0.0,0.0,23,1
1089,11,4.2,257.0,44.0,10000.0,0.0,0.0,23,-1
1090,11,4.6,57493.0,0.0,1000000.0,0.0,0.0,23,1
1091,11,4.2,283.0,5.0,100000.0,0.0,0.0,23,-1
1092,11,4.8,12304.0,21.0,100000.0,0.0,0.0,23,1
1093,11,4.5,8188.0,22.0,100000.0,0.0,0.0,23,1
1094,11,4.2,11919.0,23.0,1000000.0,0.0,0.0,23,-1
1095,11,4.3,45957.0,0.0,1000000.0,0.0,0.0,23,-1
1096,11,4.2,347838.0,0.0,100000000.0,0.0,0.0,23,-1
1097,11,4.4,126431.0,0.0,1000000.0,0.0,0.0,23,1
1098,11,4.4,21570.0,27.0,1000000.0,0.0,0.0,23,1
1099,11,4.6,134564.0,0.0,5000000.0,0.0,0.0,23,1
1100,11,4.2,283.0,5.0,100000.0,0.0,0.0,23,-1
1101,11,4.6,16961.0,32.0,500000.0,0.0,0.0,23,1
1102,11,4.6,111254.0,7.4,1000000.0,0.0,0.0,23,1
1103,11,4.4,7731.0,24.0,100000.0,0.0,0.0,23,1
1104,11,4.3,5928.0,22.0,500000.0,0.0,0.0,23,-1
1105,11,4.2,15703.0,0.0,1000000.0,0.0,0.0,23,-1
1106,11,4.2,6148.0,10.0,1000000.0,0.0,0.0,23,-1
1107,11,3.8,861.0,17.0,100000.0,0.0,0.0,23,-1
1108,11,4.5,8662.0,38.0,100000.0,0.0,0.0,23,1
1109,11,4.6,23130.0,46.0,1000000.0,0.0,0.0,23,1
1110,11,4.6,69973.0,3.8,1000000.0,0.0,0.0,23,1
1111,11,4.7,1311.0,9.3,50000.0,0.0,0.0,23,1
1112,11,4.6,26587.0,8.4,1000000.0,0.0,0.0,23,1
1113,11,4.6,2417.0,28.0,100000.0,0.0,0.0,23,1
1114,11,4.7,706302.0,0.0,10000000.0,0.0,0.0,23,1
1115,11,3.8,1054.0,9.7,100000.0,0.0,0.0,23,-1
1116,11,4.3,25166.0,11.0,1000000.0,0.0,0.0,23,-1
1117,11,4.3,129304.0,0.0,5000000.0,0.0,0.0,23,-1
1118,11,4.5,19870.0,7.4,1000000.0,0.0,0.0,23,1
1119,11,4.6,3596.0,19.0,100000.0,0.0,0.0,23,1
1120,11,4.6,161440.0,16.0,1000000.0,0.0,0.0,23,1
1121,11,4.7,7514.0,14.0,100000.0,0.0,0.0,23,1
1122,11,4.5,46106.0,22.0,1000000.0,0.0,0.0,23,1
1123,11,4.4,15141.0,25.0,1000000.0,0.0,0.0,23,1
1124,11,3.9,714.0,3.6,50000.0,0.0,0.0,23,-1
1125,11,4.5,42410.0,0.0,1000000.0,0.0,0.0,23,1
1126,11,4.6,260547.0,0.0,5000000.0,0.0,0.0,23,1
1127,11,4.1,4344.0,4.5,500000.0,0.0,0.0,23,-1
1128,11,4.5,22808.0,0.0,1000000.0,0.0,0.0,23,1
1129,11,4.4,42809.0,23.0,1000000.0,0.0,0.0,23,1
1130,11,4.5,16808.0,0.0,1000000.0,0.0,0.0,23,1
1131,11,4.6,157505.0,0.0,5000000.0,0.0,0.0,23,1
1132,11,4.2,24647.0,0.0,1000000.0,0.0,0.0,23,-1
1133,11,4.4,1922.0,4.2,100000.0,0.0,0.0,23,1
1134,11,4.1,3334.0,0.0,500000.0,0.0,0.0,23,-1
1135,11,3.9,10658.0,58.0,1000000.0,0.0,0.0,23,-1
1136,11,4.6,57493.0,0.0,1000000.0,0.0,0.0,23,1
1137,11,4.5,78361.0,22.0,1000000.0,0.0,0.0,23,1
1138,11,3.7,2594.0,0.0,500000.0,0.0,0.0,23,-1
1139,11,4.1,13868.0,1.4,1000000.0,0.0,0.0,23,-1
1140,11,4.4,135952.0,0.0,5000000.0,0.0,0.0,23,1
1141,11,4.6,11066.0,9.1,500000.0,0.0,0.0,23,1
1142,11,4.5,8188.0,22.0,100000.0,0.0,0.0,23,1
1143,11,4.3,45962.0,0.0,1000000.0,0.0,0.0,23,-1
1144,11,4.3,34861.0,0.0,1000000.0,0.0,0.0,23,-1
1145,11,4.3,37580.0,0.0,5000000.0,0.0,0.0,23,-1
1146,11,4.4,281485.0,0.0,5000000.0,0.0,0.0,23,1
1147,11,4.3,685.0,21.0,50000.0,0.0,0.0,23,-1
1148,11,4.4,126447.0,0.0,1000000.0,0.0,0.0,23,1
1149,11,4.3,129304.0,0.0,5000000.0,0.0,0.0,23,-1
1150,11,4.4,3780.0,11.0,100000.0,0.0,0.0,23,1
1151,11,4.1,15192.0,38.0,1000000.0,0.0,0.0,23,-1
1152,11,4.4,5950.0,12.0,500000.0,0.0,0.0,23,1
1153,11,4.2,15993.0,45.0,1000000.0,0.0,0.0,23,-1
1154,11,4.3,5905.0,50.0,500000.0,0.0,0.0,23,-1
1155,11,4.4,7731.0,24.0,100000.0,0.0,0.0,23,1
1156,11,4.3,659760.0,47.0,50000000.0,0.0,0.0,23,-1
1157,11,4.3,14627.0,23.0,1000000.0,0.0,0.0,23,-1
1158,11,3.9,1098.0,46.0,100000.0,0.0,0.0,23,-1
1159,11,4.1,2898.0,45.0,100000.0,0.0,0.0,23,-1
1160,11,4.1,70782.0,50.0,1000000.0,0.0,0.0,23,-1
1161,11,4.2,11264.0,24.0,1000000.0,0.0,0.0,23,-1
1162,11,4.5,100997.0,33.0,5000000.0,0.0,0.0,23,1
1163,11,4.2,347874.0,0.0,100000000.0,0.0,0.0,23,-1
1164,11,4.7,3290.0,12.0,50000.0,0.0,0.0,23,1
1165,11,4.4,341090.0,53.0,10000000.0,0.0,0.0,23,1
1166,11,4.6,964.0,14.0,10000.0,0.0,0.0,23,1
1167,11,4.6,87951.0,68.0,5000000.0,0.0,0.0,23,1
1168,11,4.4,250719.0,37.0,10000000.0,0.0,0.0,23,1
1169,11,4.6,510401.0,79.0,10000000.0,0.0,0.0,23,1
1170,11,4.3,24729.0,32.0,1000000.0,0.0,0.0,23,-1
1171,11,4.0,78306.0,46.0,5000000.0,0.0,0.0,23,-1
1172,11,4.4,43313.0,40.0,1000000.0,0.0,0.0,23,1
1173,11,4.6,1374549.0,32.0,10000000.0,0.0,0.0,23,1
1174,11,4.2,208463.0,0.0,10000000.0,0.0,0.0,23,-1
1175,11,4.1,6998.0,24.0,1000000.0,0.0,0.0,23,-1
1176,12,3.6,145323.0,42.0,10000000.0,0.0,0.0,24,-1
1178,12,4.1,64784.0,13.0,10000000.0,0.0,0.0,24,-1
1179,12,4.6,32997.0,13.0,1000000.0,0.0,0.0,24,1
1181,12,4.7,2707.0,8.9,100000.0,0.0,0.0,24,1
1182,12,4.7,129737.0,0.0,1000000.0,0.0,1.0,24,1
1183,12,4.7,611136.0,19.0,10000000.0,0.0,0.0,24,1
1184,12,4.7,6118.0,0.0,1000000.0,0.0,0.0,24,1
1185,12,4.1,2473.0,14.0,500000.0,0.0,0.0,24,-1
1186,12,3.4,109784.0,64.0,10000000.0,0.0,0.0,24,-1
1187,12,3.8,3320.0,8.4,500000.0,0.0,0.0,24,-1
1188,12,3.7,61.0,11.0,50000.0,0.0,0.0,24,-1
1189,12,4.2,68103.0,66.0,1000000.0,0.0,0.0,24,-1
1190,12,3.1,8412.0,0.0,1000000.0,0.0,0.0,24,-1
1191,12,3.5,10741.0,41.0,1000000.0,0.0,0.0,24,-1
1192,12,4.7,3803.0,15.0,500000.0,0.0,0.0,24,1
1193,12,4.5,155944.0,35.0,5000000.0,0.0,0.0,24,1
1194,12,4.2,10159.0,36.0,1000000.0,0.0,0.0,24,-1
1195,12,4.3,28008.0,17.0,5000000.0,0.0,0.0,24,-1
1196,12,4.0,43614.0,25.0,1000000.0,0.0,0.0,24,-1
1197,12,4.5,455377.0,35.0,10000000.0,0.0,0.0,24,1
1198,12,4.6,1398.0,10.0,100000.0,0.0,2.0,24,1
1199,12,4.7,1032935.0,0.0,10000000.0,0.0,0.0,24,1
1200,12,4.1,32405.0,12.0,5000000.0,0.0,0.0,24,-1
1201,12,4.3,151080.0,0.0,5000000.0,0.0,0.0,24,-1
1202,12,3.8,22513.0,11.0,1000000.0,0.0,0.0,24,-1
1203,12,4.4,90042.0,0.0,10000000.0,0.0,0.0,24,1
1204,12,4.3,58316.0,0.0,5000000.0,0.0,0.0,24,-1
1205,12,4.2,8509.0,17.0,1000000.0,0.0,0.0,24,-1
1206,12,4.3,19314.0,43.0,1000000.0,0.0,0.0,24,-1
1207,12,3.8,21314.0,41.0,1000000.0,0.0,0.0,24,-1
1208,12,4.3,30224.0,0.0,1000000.0,0.0,0.0,24,-1
1209,12,3.7,731.0,43.0,100000.0,0.0,0.0,24,-1
1210,12,4.5,454.0,16.0,100000.0,0.0,0.0,24,1
1211,12,3.6,14952.0,39.0,1000000.0,0.0,0.0,24,-1
1212,12,4.8,1250.0,13.0,50000.0,0.0,0.0,24,1
1213,12,3.3,1726.0,30.0,500000.0,0.0,0.0,24,-1
1214,12,4.7,14065.0,7.1,500000.0,0.0,0.0,24,1
1215,12,4.6,556.0,23.0,100000.0,0.0,1.0,24,1
1216,12,4.6,4925.0,17.0,1000000.0,0.0,0.0,24,1
1217,12,3.4,6507.0,18.0,1000000.0,0.0,0.0,24,-1
1218,12,4.6,11707.0,0.0,100000.0,0.0,0.0,24,1
1219,12,4.0,1077.0,17.0,100000.0,0.0,0.0,24,-1
1220,12,4.1,46539.0,0.0,5000000.0,0.0,1.0,24,-1
1221,12,4.5,9066.0,15.0,500000.0,0.0,0.0,24,1
1222,12,4.4,1962.0,22.0,100000.0,0.0,0.0,24,1
1223,12,4.5,22071.0,0.0,1000000.0,0.0,0.0,24,1
1224,12,4.0,196.0,9.0,10000.0,0.0,2.0,24,-1
1225,12,4.1,278.0,7.2,50000.0,0.0,0.0,24,-1
1226,12,4.5,61881.0,0.0,5000000.0,0.0,0.0,24,1
1227,12,4.6,2129.0,0.0,10000.0,3.49,0.0,24,1
1228,12,4.1,1268.0,2.3,50000.0,4.99,0.0,24,-1
1229,12,4.5,91359.0,27.0,1000000.0,0.0,0.0,24,1
1230,12,4.6,22015.0,0.0,1000000.0,0.0,0.0,24,1
1231,12,4.5,131569.0,8.2,10000000.0,0.0,0.0,24,1
1232,12,4.3,31986.0,76.0,1000000.0,0.0,1.0,24,-1
1233,12,3.6,22875.0,22.0,1000000.0,0.0,0.0,24,-1
1234,12,4.4,17071.0,0.0,1000000.0,0.0,0.0,24,1
1235,12,4.6,90242.0,19.0,5000000.0,0.0,0.0,24,1
1236,12,4.1,483960.0,0.0,10000000.0,0.0,1.0,24,-1
1237,12,4.3,511228.0,0.0,10000000.0,0.0,0.0,24,-1
1238,12,3.9,464.0,28.0,50000.0,0.0,0.0,24,-1
1239,12,4.5,155944.0,35.0,5000000.0,0.0,0.0,24,1
1240,12,4.1,1920.0,0.0,100000.0,0.0,0.0,24,-1
1241,12,3.6,22875.0,22.0,1000000.0,0.0,0.0,24,-1
1242,12,4.7,1032935.0,0.0,10000000.0,0.0,0.0,24,1
1243,12,4.3,40116.0,0.0,1000000.0,0.0,0.0,24,-1
1244,12,4.7,51517.0,0.0,1000000.0,0.0,0.0,24,1
1245,12,4.6,7690.0,25.0,100000.0,0.0,0.0,24,1
1246,12,4.4,321134.0,30.0,10000000.0,0.0,0.0,24,1
1247,12,4.2,3755.0,8.5,100000.0,0.0,0.0,24,-1
1248,12,4.5,104504.0,0.0,1000000.0,0.0,0.0,24,1
1249,12,4.3,28009.0,17.0,5000000.0,0.0,0.0,24,-1
1250,12,4.2,333208.0,34.0,10000000.0,0.0,0.0,24,-1
1251,12,4.5,35218.0,34.0,1000000.0,0.0,0.0,24,1
1252,12,4.5,116403.0,0.0,5000000.0,0.0,0.0,24,1
1253,12,4.3,37517.0,17.0,5000000.0,0.0,0.0,24,-1
1254,12,4.0,292969.0,16.0,10000000.0,0.0,0.0,24,-1
1255,12,4.3,511420.0,0.0,10000000.0,0.0,0.0,24,-1
1256,13,4.8,428156.0,15.0,10000000.0,0.0,0.0,25,1
1257,13,4.0,1577.0,2.2,500000.0,0.0,0.0,25,-1
1258,13,4.9,38098.0,11.0,5000000.0,0.0,0.0,25,1
1259,13,4.8,31139.0,6.9,1000000.0,0.0,0.0,25,1
1260,13,4.9,272337.0,13.0,10000000.0,0.0,0.0,25,1
1261,13,4.8,220125.0,11.0,10000000.0,0.0,0.0,25,1
1262,13,4.4,400592.0,2.9,10000000.0,0.0,0.0,25,1
1263,13,3.3,20098.0,25.0,10000000.0,0.0,0.0,25,-1
1264,13,4.7,117925.0,7.0,10000000.0,0.0,0.0,25,1
1265,13,4.6,548021.0,27.0,10000000.0,0.0,0.0,25,1
1266,13,4.8,48276.0,7.5,1000000.0,0.0,0.0,25,1
1267,13,4.8,471036.0,0.0,10000000.0,0.0,0.0,25,1
1268,13,4.8,12705.0,15.0,1000000.0,0.0,0.0,25,1
1269,13,4.5,706.0,9.4,100000.0,0.0,0.0,25,1
1270,13,4.4,465.0,6.4,500000.0,0.0,0.0,25,1
1271,13,4.5,644.0,5.5,100000.0,0.0,0.0,25,1
1272,13,4.5,6238.0,3.9,500000.0,0.0,0.0,25,1
1273,13,4.5,144040.0,55.0,5000000.0,0.0,0.0,25,1
1274,13,4.8,51227.0,28.0,1000000.0,0.0,0.0,25,1
1275,13,3.9,357417.0,0.0,10000000.0,0.0,0.0,25,-1
1276,13,4.6,199.0,8.8,50000.0,0.0,0.0,25,1
1277,13,4.5,827597.0,0.0,10000000.0,0.0,0.0,25,1
1278,13,4.5,9116.0,4.0,500000.0,0.0,0.0,25,1
1279,13,4.7,2071.0,6.9,100000.0,0.0,0.0,25,1
1280,13,4.7,50294.0,11.0,1000000.0,0.0,0.0,25,1
1281,13,4.4,708674.0,0.0,10000000.0,0.0,0.0,25,1
1282,13,4.2,1140.0,5.5,500000.0,0.0,1.0,25,-1
1283,13,3.9,232153.0,0.0,10000000.0,0.0,0.0,25,-1
1284,13,4.2,14709.0,15.0,5000000.0,0.0,0.0,25,-1
1285,13,4.4,12029.0,4.3,1000000.0,0.0,0.0,25,1
1286,13,4.6,1873516.0,0.0,50000000.0,0.0,0.0,25,1
1287,13,4.6,2880.0,7.1,100000.0,0.0,0.0,25,1
1288,13,4.2,270267.0,58.0,5000000.0,0.0,0.0,25,-1
1289,13,4.5,559186.0,0.0,10000000.0,0.0,0.0,25,1
1290,13,4.7,77777.0,0.0,1000000.0,0.0,0.0,25,1
1291,13,4.5,8642.0,18.0,100000.0,0.0,0.0,25,1
1292,13,4.5,501144.0,0.0,10000000.0,0.0,0.0,25,1
1293,13,3.7,1861.0,1.5,1000000.0,0.0,0.0,25,-1
1294,13,4.5,1203.0,6.5,500000.0,0.0,0.0,25,1
1295,13,4.6,299.0,11.0,100000.0,0.0,0.0,25,1
1296,13,4.6,115721.0,67.0,10000000.0,0.0,0.0,25,1
1297,13,4.7,14810.0,0.0,1000000.0,0.0,0.0,25,1
1298,13,4.5,183662.0,57.0,5000000.0,0.0,0.0,25,1
1299,13,4.5,27393.0,59.0,1000000.0,0.0,3.0,25,1
1300,13,4.6,10445.0,48.0,500000.0,0.0,0.0,25,1
1301,13,4.0,49479.0,57.0,1000000.0,0.0,1.0,25,-1
1302,13,4.3,4848.0,13.0,1000000.0,0.0,0.0,25,-1
1303,13,4.4,20812.0,0.0,1000000.0,0.0,1.0,25,1
1304,13,4.5,328469.0,0.0,10000000.0,0.0,1.0,25,1
1305,13,4.2,100406.0,0.0,10000000.0,0.0,0.0,25,-1
1306,13,4.6,205299.0,31.0,5000000.0,0.0,0.0,25,1
1307,13,4.9,66791.0,10.0,1000000.0,0.0,0.0,25,1
1308,13,4.5,183669.0,57.0,5000000.0,0.0,0.0,25,1
1309,13,4.5,399009.0,0.0,10000000.0,0.0,0.0,25,1
1310,13,4.6,5420.0,21.0,500000.0,0.0,0.0,25,1
1311,13,4.5,130104.0,25.0,10000000.0,0.0,0.0,25,1
1312,13,4.6,251534.0,93.0,10000000.0,0.0,0.0,25,1
1313,13,4.6,28951.0,60.0,1000000.0,0.0,0.0,25,1
1314,13,4.5,60096.0,27.0,5000000.0,0.0,1.0,25,1
1315,13,4.5,106547.0,54.0,1000000.0,0.0,0.0,25,1
1316,13,4.4,134195.0,0.0,10000000.0,0.0,0.0,25,1
1317,13,3.9,249855.0,0.0,10000000.0,0.0,0.0,25,-1
1318,13,4.5,27396.0,59.0,1000000.0,0.0,3.0,25,1
1319,13,4.4,708710.0,0.0,10000000.0,0.0,0.0,25,1
1320,13,4.6,109756.0,78.0,5000000.0,0.0,0.0,25,1
1321,13,4.4,38343.0,55.0,1000000.0,0.0,0.0,25,1
1322,13,4.5,190247.0,0.0,5000000.0,0.0,0.0,25,1
1323,13,4.5,827651.0,0.0,10000000.0,0.0,0.0,25,1
1324,13,4.6,115721.0,67.0,10000000.0,0.0,0.0,25,1
1325,13,4.5,75571.0,0.0,1000000.0,0.0,0.0,25,1
1326,13,4.4,70769.0,35.0,5000000.0,0.0,0.0,25,1
1327,13,4.4,2107.0,0.0,100000.0,2.99,0.0,25,1
1328,13,4.4,26540.0,43.0,1000000.0,0.0,0.0,25,1
1329,13,4.2,1608.0,39.0,100000.0,0.0,0.0,25,-1
1330,13,4.5,19074.0,4.2,1000000.0,0.0,0.0,25,1
1331,13,4.5,7976.0,44.0,500000.0,0.0,0.0,25,1
1332,13,4.4,7586.0,45.0,500000.0,0.0,0.0,25,1
1333,13,4.3,2885.0,0.0,100000.0,0.0,0.0,25,-1
1334,13,4.6,48226.0,28.0,1000000.0,0.0,0.0,25,1
1335,13,4.6,1026.0,29.0,10000.0,3.99,0.0,25,1
1336,13,4.9,28945.0,12.0,500000.0,0.0,1.0,25,1
1337,13,4.4,11506.0,15.0,100000.0,0.0,0.0,25,1
1338,13,4.3,1288.0,31.0,100000.0,0.0,0.0,25,-1
1339,13,4.1,6826.0,0.0,1000000.0,0.0,0.0,25,-1
1340,13,4.6,111450.0,0.0,5000000.0,0.0,0.0,25,1
1341,13,4.8,19543.0,0.0,100000.0,2.99,0.0,25,1
1342,13,4.5,233243.0,0.0,5000000.0,0.0,0.0,25,1
1343,13,4.7,11689.0,20.0,500000.0,0.0,0.0,25,1
1344,13,4.6,77563.0,39.0,10000000.0,0.0,0.0,25,1
1345,13,4.3,5499.0,94.0,100000.0,0.0,0.0,25,-1
1346,13,4.4,70769.0,35.0,5000000.0,0.0,0.0,25,1
1347,13,4.4,2107.0,0.0,100000.0,2.99,0.0,25,1
1348,13,4.6,48286.0,0.0,1000000.0,0.0,0.0,25,1
1349,13,4.3,26652.0,41.0,1000000.0,0.0,0.0,25,-1
1350,13,4.6,71269.0,49.0,1000000.0,0.0,0.0,25,1
1351,13,4.6,20301.0,22.0,1000000.0,0.0,0.0,25,1
1352,13,4.5,93691.0,0.0,5000000.0,0.0,0.0,25,1
1353,13,4.6,56145.0,23.0,1000000.0,0.0,0.0,25,1
1354,13,4.6,20326.0,28.0,1000000.0,0.0,1.0,25,1
1355,13,4.5,12955.0,7.2,1000000.0,0.0,1.0,25,1
1356,13,4.1,2681.0,6.5,500000.0,0.0,0.0,25,-1
1357,13,4.5,325738.0,0.0,10000000.0,0.0,0.0,25,1
1358,13,4.6,4102.0,24.0,500000.0,0.0,2.0,25,1
1359,13,4.5,40296.0,0.0,1000000.0,0.0,0.0,25,1
1360,13,4.8,4559407.0,0.0,100000000.0,0.0,0.0,25,1
1361,13,4.8,570242.0,20.0,10000000.0,0.0,0.0,25,1
1362,13,4.6,1873523.0,0.0,50000000.0,0.0,0.0,25,1
1363,13,4.5,121838.0,15.0,5000000.0,0.0,0.0,25,1
1364,13,4.1,62616.0,0.0,5000000.0,0.0,1.0,25,-1
1365,13,4.4,12858.0,55.0,500000.0,0.0,0.0,25,1
1366,13,4.2,34356.0,0.0,1000000.0,0.0,0.0,25,-1
1367,13,4.5,50679.0,38.0,1000000.0,0.0,0.0,25,1
1368,13,4.3,16943.0,32.0,1000000.0,0.0,0.0,25,-1
1369,13,4.6,524299.0,0.0,10000000.0,0.0,0.0,25,1
1370,13,4.0,267.0,0.0,50000.0,0.0,1.0,25,-1
1371,13,4.6,623.0,40.0,50000.0,0.0,2.0,25,1
1372,13,4.5,27396.0,59.0,1000000.0,0.0,3.0,25,1
1373,13,4.4,708710.0,0.0,10000000.0,0.0,0.0,25,1
1374,13,4.5,75571.0,0.0,1000000.0,0.0,0.0,25,1
1375,13,4.6,117176.0,0.0,5000000.0,0.0,0.0,25,1
1376,13,4.4,70416.0,23.0,5000000.0,0.0,0.0,25,1
1377,13,4.7,15674.0,6.1,1000000.0,0.0,0.0,25,1
1378,13,4.4,14402.0,0.0,1000000.0,0.0,0.0,25,1
1379,13,4.2,270294.0,58.0,5000000.0,0.0,0.0,25,-1
1380,13,4.5,144050.0,55.0,5000000.0,0.0,0.0,25,1
1381,13,4.2,100406.0,0.0,10000000.0,0.0,0.0,25,-1
1382,13,4.4,141163.0,0.0,10000000.0,0.0,0.0,25,1
1383,13,4.5,183669.0,57.0,5000000.0,0.0,0.0,25,1
1384,13,4.6,251534.0,93.0,10000000.0,0.0,0.0,25,1
1385,13,4.6,28951.0,60.0,1000000.0,0.0,0.0,25,1
1386,13,4.6,1873520.0,0.0,50000000.0,0.0,0.0,25,1
1387,13,4.5,559262.0,0.0,10000000.0,0.0,0.0,25,1
1388,13,4.5,501144.0,0.0,10000000.0,0.0,0.0,25,1
1389,13,4.4,708753.0,0.0,10000000.0,0.0,0.0,25,1
1390,13,4.4,69395.0,0.0,10000000.0,0.0,0.0,25,1
1391,13,4.5,827653.0,0.0,10000000.0,0.0,0.0,25,1
1392,13,4.5,27439.0,19.0,1000000.0,0.0,0.0,25,1
1393,13,4.0,2490.0,3.8,500000.0,0.0,2.0,25,-1
1394,13,4.6,24094.0,18.0,1000000.0,0.0,0.0,25,1
1395,13,4.1,18539.0,57.0,1000000.0,0.0,0.0,25,-1
1396,13,4.0,3061.0,5.5,100000.0,0.0,0.0,25,-1
1397,13,4.4,229210.0,0.0,10000000.0,0.0,0.0,25,1
1398,13,4.4,20547.0,5.7,1000000.0,0.0,0.0,25,1
1399,13,4.1,3405.0,51.0,100000.0,0.0,0.0,25,-1
1400,13,3.5,217.0,9.4,50000.0,0.0,1.0,25,-1
1401,13,4.3,7895.0,3.3,500000.0,0.0,0.0,25,-1
1402,13,4.5,32606.0,0.0,1000000.0,0.0,0.0,25,1
1403,13,4.2,1324.0,4.0,100000.0,0.0,0.0,25,-1
1404,13,4.6,1873520.0,0.0,50000000.0,0.0,0.0,25,1
1405,13,4.4,69395.0,0.0,10000000.0,0.0,0.0,25,1
1406,13,4.5,27439.0,19.0,1000000.0,0.0,0.0,25,1
1407,13,4.0,2490.0,3.8,500000.0,0.0,2.0,25,-1
1408,13,4.5,126017.0,4.3,5000000.0,0.0,0.0,25,1
1409,13,4.6,24094.0,18.0,1000000.0,0.0,0.0,25,1
1410,13,4.4,20547.0,5.7,1000000.0,0.0,0.0,25,1
1411,13,4.4,229214.0,0.0,10000000.0,0.0,0.0,25,1
1412,13,4.1,2469.0,3.6,100000.0,0.0,0.0,25,-1
1413,13,4.0,3061.0,5.5,100000.0,0.0,0.0,25,-1
1414,13,4.1,18539.0,57.0,1000000.0,0.0,0.0,25,-1
1415,13,4.1,3405.0,51.0,100000.0,0.0,0.0,25,-1
1416,13,4.2,270294.0,58.0,5000000.0,0.0,0.0,25,-1
1417,13,4.5,32606.0,0.0,1000000.0,0.0,0.0,25,1
1418,13,3.5,217.0,9.4,50000.0,0.0,1.0,25,-1
1419,13,4.3,7895.0,3.3,500000.0,0.0,0.0,25,-1
1420,13,4.2,1324.0,4.0,100000.0,0.0,0.0,25,-1
1421,13,4.6,1873523.0,0.0,50000000.0,0.0,0.0,25,1
1422,13,4.4,69395.0,0.0,10000000.0,0.0,0.0,25,1
1423,13,4.5,14394.0,9.9,500000.0,0.0,0.0,25,1
1424,13,4.4,26540.0,43.0,1000000.0,0.0,0.0,25,1
1425,13,3.7,1812.0,37.0,100000.0,0.0,0.0,25,-1
1426,13,4.3,13724.0,0.0,1000000.0,0.0,0.0,25,-1
1427,13,4.5,10253.0,0.0,500000.0,0.0,1.0,25,1
1428,13,4.6,4642.0,40.0,100000.0,0.0,0.0,25,1
1429,13,4.7,16570.0,73.0,500000.0,0.0,0.0,25,1
1430,13,4.6,48226.0,28.0,1000000.0,0.0,0.0,25,1
1431,13,4.6,20161.0,0.0,1000000.0,0.0,0.0,25,1
1432,13,4.0,2894.0,23.0,500000.0,0.0,2.0,25,-1
1433,13,4.4,5038.0,10.0,500000.0,0.0,0.0,25,1
1434,13,4.4,11506.0,15.0,100000.0,0.0,0.0,25,1
1435,13,4.8,31665.0,8.4,1000000.0,0.0,0.0,25,1
1436,13,4.6,205299.0,31.0,5000000.0,0.0,0.0,25,1
1437,13,4.2,13799.0,0.0,500000.0,0.0,1.0,25,-1
1438,13,4.6,111455.0,0.0,5000000.0,0.0,0.0,25,1
1439,13,4.1,111462.0,0.0,5000000.0,0.0,0.0,25,-1
1440,13,4.4,57634.0,41.0,1000000.0,0.0,0.0,25,1
1441,13,4.5,233243.0,0.0,5000000.0,0.0,0.0,25,1
1442,13,4.3,8576.0,0.0,1000000.0,0.0,0.0,25,-1
1443,13,4.7,11689.0,20.0,500000.0,0.0,0.0,25,1
1444,13,4.6,77563.0,39.0,10000000.0,0.0,0.0,25,1
1445,13,4.4,70769.0,35.0,5000000.0,0.0,0.0,25,1
1446,14,4.5,417907.0,34.0,10000000.0,0.0,0.0,26,1
1447,14,4.8,3167.0,7.5,100000.0,0.0,0.0,26,1
1448,14,4.2,27386.0,0.0,1000000.0,0.0,0.0,26,-1
1449,14,4.5,162243.0,12.0,10000000.0,0.0,0.0,26,1
1450,14,4.1,65913.0,7.7,5000000.0,0.0,0.0,26,-1
1451,14,4.1,24977.0,21.0,1000000.0,0.0,0.0,26,-1
1452,14,4.0,6000.0,18.0,1000000.0,0.0,0.0,26,-1
1453,14,4.3,37711.0,40.0,1000000.0,0.0,0.0,26,-1
1454,14,4.5,175293.0,0.0,10000000.0,0.0,0.0,26,1
1456,14,4.6,353799.0,0.0,10000000.0,0.0,0.0,26,1
1457,14,3.7,2758.0,8.6,500000.0,0.0,0.0,26,-1
1458,14,3.7,1437.0,0.0,100000.0,0.0,0.0,26,-1
1459,14,4.2,7573.0,18.0,1000000.0,0.0,0.0,26,-1
1460,14,4.5,8481.0,7.5,1000000.0,0.0,0.0,26,1
1461,14,4.3,10054.0,9.1,1000000.0,0.0,0.0,26,-1
1462,14,3.9,10117.0,13.0,1000000.0,0.0,0.0,26,-1
1463,14,4.6,39189.0,0.0,1000000.0,0.0,0.0,26,1
1464,14,4.3,3522.0,15.0,100000.0,0.0,0.0,26,-1
1465,14,4.4,71419.0,0.0,5000000.0,0.0,0.0,26,1
1466,14,4.6,36857.0,19.0,1000000.0,0.0,0.0,26,1
1467,14,4.5,39123.0,0.0,1000000.0,0.0,0.0,26,1
1468,14,3.8,14653.0,0.0,1000000.0,0.0,0.0,26,-1
1470,14,4.4,23013.0,26.0,5000000.0,0.0,0.0,26,1
