@relation LinearRegression

@attribute Reviews numeric
@attribute Rating numeric

@data
8508,4.7
3484,4.3
379415,4.4
19245,4.4
24877,4.3
765,4.4
10088,4.3
525552,4.3
3762,4.2
141363,4.2
472584,4.3
1329192,4.3
148295,4.1
41273,4.2
278,4.5
392596,4.3
43060,4.3
514088,4.5
41867,4.1
1014846,4.5
23060,4.2
112080,4.4
15489,4
51895,4.1
43060,4.3
525552,4.3
623398,4.4
472584,4.3
66661,4.1
10447,4
1574197,4.3
19170,4.6
169609,4.3
6188,4.7
1369,4.3
2952,4.4
731,4.2
9856,4.7
10753,3.9
154,4.1
288523,4.1
4522,4.1
3328,4.2
31100,4.7
854,4.4
560,4.3
197,4.5
63186,4.3
23772,4.3
6007,4.1
2903,4.1
3617,4.1
3063,4.6
3234,4.1
276,4.4
1595,4.4
879,4.3
68559,4
61,4.8
1123,3.8
30,4.7
566,4.5
97,4.8
38,4.4
4,4.8
38,4.2
214,4.2
248,4
185,4.7
2195,4.7
1615,3.9
359,4.5
38021,4.1
6190,4.4
6903,3.9
13155,4.4
496,4.4
418,3.6
1160,4.4
59917,4.1
1042,3.6
73,4.6
382,4.3
253,4.5
3396,4.4
38021,4.1
6190,4.4
6903,3.9
13155,4.4
496,4.4
418,3.6
1160,4.4
59917,4.1
1042,3.6
73,4.6
382,4.3
253,4.5
3396,4.4
4450890,4.5
182173,4.1
470713,4.5
59729,4.1
133117,3.9
108795,4.2
47213,4.1
95537,3.9
66660,4.1
51838,4.2
6294397,4.7
36028,3.8
528745,4.3
169609,4.3
82471,4.3
44062,3.9
392596,4.3
79667,4
20763,4
1574204,4.3
123322,4.2
29319,4.1
8126,4
623398,4.4
50887,4.3
63160,4.3
13155,4.4
28737,4.2
530792,4.1
45579,4.3
19720,4.2
361970,4.6
159619,4.1
354384,4.5
272321,4.4
2376564,4.5
129603,4.3
1135,4.2
578,4.4
129,4.6
63,4.5
216,4.8
171,4.5
45,3.2
717,4.6
2921,4.5
1533,4.1
92,4.6
199,4.5
1361,4.4
12,4.4
15,4.4
206,3.8
395,4.6
79,2.5
15,4
3,5
35,4.3
77,3.4
51,3.4
214,4.3
104,4.4
8,4.4
45,4.2
2,5
80,4.1
10,3.9
156,4.6
178,4.2
576,4.4
168,4.2
25,3.6
163,4.5
25,4.7
319,4.6
133,4.5
9,4.2
74,4.2
3,4.3
4207,4.4
12,4.1
17,4.4
358,4.6
726,4.4
33,4.2
492,4.5
41,2.6
625,4.6
12,4.8
64,4.2
11,4.7
4,3
214,3.5
66,4.6
59158,4.8
19473,4.2
73118,4.6
27524,4.4
102858,4.8
2094,4
236,3.7
33033,4.2
78825,4.8
18674,4.7
250,3.5
6266,3.9
22,4.2
53743,4.8
2657,2.7
4476,4.2
156410,4.7
2006,4.6
6099,4.5
23160,4.7
8348,4.7
7837,4.5
6185,4.7
3803,4
1838,3.4
3707,3.5
315,3
87418,4.7
21189,4.6
1746,4.2
69126,4.8
453,4.5
10710,4.2
700,3.8
914,3
15875,4.4
503,4.5
488,4
190,3.6
15,4.4
26862,4.7
100082,4.9
27,3.6
72167,4.5
21,4.1
6035,4.6
9945,4.7
4318,4.7
78,2.8
2218,4.3
47,4.6
23889,4.3
650,3.4
3498,4
3052,4.8
1747,4.2
45,3
1686,4.5
529,3.7
1388,4.5
572,4.5
92,4.6
1135,4.2
21189,4.6
54,3.6
275,4.4
2159,4.4
2951,4.5
2921,4.5
84,4.1
15545,4.6
5521,4.3
2108,4.3
73,4.7
63,4.5
408,4.5
171,4.5
33,4.2
197,4.4
272,3.9
4852,4.2
12,4.4
1533,4.1
51,3.4
38,4.1
15,4
90,4.1
1288,3.5
4303,4.2
1545,4
199,4.5
283,4.3
460,4.3
216,4.8
129,4.6
80,4.1
395,4.6
214,3.5
17,2.3
513,4.5
168,4.3
64,4.2
168,4.2
82,3.1
8,4.4
112,4.4
92,2.9
83,3.1
3,3.7
6,4
343,3.8
717,4.6
137,4.4
206,3.8
12,4.8
4107,4.3
9,3.7
3,5
2,3
20,3.7
3,3.7
1,5
3,5
4,5
2,5
4,5
2,5
3,5
2,5
1,5
10,4.3
28,4.9
1,5
14,4.9
5,4.6
1,5
1,4
2,5
2094,4
496,2.6
87418,4.7
53747,4.8
44,4.3
10,4.7
124,2.5
2014,4.6
503,4.5
21,4.1
11,4.5
573,4.3
700,3.8
163,4.4
330,4.5
453,4.5
24,3.8
1686,4.5
531,4
20,4.5
3596,3.7
56,4.3
9,3.7
27,4.4
63,3.8
2657,2.7
3,5
123,4.3
122,3.8
315,3
2,5
26,3.6
122,4
17,4.3
623,4.7
6,5
6,4.7
7,4.6
253,3.1
3786,4.4
1,5
10,3.6
66,2.8
65,4.4
1747,4.2
17,4.6
28,4.2
292,3.8
19,3.5
23160,4.7
78158306,4.1
66577313,4.5
8606259,4.3
49173,4.4
2955326,4.4
22492,4.2
17014787,4
1403,4.3
4305441,4.6
441189,4.4
4831125,4.2
4919,4.4
13762,4.4
6086,4.3
70616,4.6
1200,4.4
76480,4.5
271445,4.6
225103,4.6
33177,4.6
54768,4.4
457197,4.5
25562,4.5
16404,4.3
2508,4.4
79658,4.6
374,4.3
1259075,4.8
4751,4.2
60562,4.6
22695,4
22098,4.6
231325,4.3
13223,3.6
479908,4
313633,4.5
540930,4.4
57146,4.5
1225339,4.2
19583,4.5
344921,4.3
79129,4.2
83488,4.2
441189,4.4
3781770,4.3
315441,4.3
382120,4.1
412725,4.5
3806669,4.3
1259849,4.2
486824,4.1
1157004,4.3
423105,4.2
205803,4.1
285816,4.1
2955325,4.4
138026,3.7
8936,3.9
4253,3.7
17014705,4
66577446,4.5
14835,3.6
6388,4.1
309872,4.1
479909,4
17955,4.1
17015352,4
66577313,4.5
4305441,4.6
51502,4.3
1064049,4.3
58341,4.2
637309,4.5
1259894,4.2
1157003,4.3
161610,4.1
19446,3.8
1225367,4.2
1520959,4.4
3806669,4.3
423138,4.2
285820,4.1
33249,4
3781770,4.3
51504,4.3
1175794,4.2
1259894,4.2
852455,4
900064,4.4
3677,4
79129,4.2
83488,4.2
695613,4.4
382121,4.1
207712,4.1
175722,4.3
2052,4
79130,4.2
1175815,4.2
1259894,4.2
486830,4.1
852455,4
1064076,4.3
3781770,4.3
900064,4.4
624557,4.4
423138,4.2
522018,4.2
33249,4
79130,4.2
141613,4
6210998,4.5
591312,4.6
94294,4.3
608753,4.2
38961,4.3
5916606,4.6
441473,4.4
2788923,4.4
973270,4.5
909226,4.3
1573054,4.2
857923,4.2
35563,4.4
85858,4.6
106798,4.2
8820,3.6
37186,4.5
25714,4.4
44255,3.8
1084945,4.7
18252,3.6
42750,4.2
3656,3.6
216741,4.3
662287,4.4
30834,4.5
367290,4.1
2588,4.3
162655,4.3
3860225,4.7
125783,4.3
171584,4.2
244141,4.2
568273,4.3
142512,4.2
109124,4.3
135043,4.6
108592,4.4
1315242,4.3
48732,3.8
308234,4.6
178497,4.5
68406,4.1
6012719,4.4
45362,4.3
18364,3.8
15867,4
9189,3.3
23187,4.1
11798,4.1
9975,4.2
52896,4.1
7793,4.4
9701,4.1
31519,4.2
181990,4.5
213735,4.3
6211039,4.5
42871,4.1
315908,4.5
210208,4.4
1370749,4.6
79261,4.5
284725,4.6
67071,4.7
46153,4.3
101883,4.4
1659,4.4
9975,4.2
11798,4.1
52896,4.1
181990,4.5
57920,4.7
28523,4.1
24953,4.2
37253,4.5
210208,4.4
1370749,4.6
33758,4.2
284721,4.6
3420,4.3
7193,4.1
11798,4.1
2788923,4.4
52896,4.1
2278,4.6
5121,4.2
39735,4.2
9701,4.1
1558,4.2
213735,4.3
16966,4.2
181990,4.5
57920,4.7
6211039,4.5
125783,4.3
41986,4
441473,4.4
186116,4.4
13085,4
315908,4.5
5916569,4.6
28523,4.1
28560,4.5
34171,3.9
44588,4.5
4158,4.2
105773,4.3
909204,4.3
279428,4.4
33583,4.5
94205,4.6
210208,4.4
95520,4.3
46153,4.3
68406,4.1
181798,4.7
25719,4.4
142512,4.2
2788923,4.4
39735,4.2
5121,4.2
9701,4.1
13085,4
28523,4.1
44588,4.5
94205,4.6
95520,4.3
1370749,4.6
2788923,4.4
4602,4
72596,4.5
110425,4.1
2375,4.4
13085,4
5917485,4.6
35497,4.5
3878,4.4
33583,4.5
68406,4.1
44071,4.3
6212081,4.5
39735,4.2
6380,3.8
5123,4.5
181823,4.7
19232,4.1
98716,4.6
109500,4.8
21159,4
1320,4.7
50424,4.7
32398,4.1
10858556,4.5
219745,3.6
38953,4.5
142634,4.7
259450,4.7
123029,4.5
914804,4.2
21841,4.5
5282578,4.4
10349,4.5
859,4.5
40289,4.4
3362,3.7
49680,4.3
3378,4.5
10525,4.4
3492,3.3
654419,4.3
1864,4.4
74476,4.5
221858,4.4
401820,4.2
3116,4.5
31985,4.7
4400,4.5
3337956,4.6
11677,4.6
3158047,4.4
125259,4.3
56114,4.3
15700,4.6
16523,4.4
26361,4.5
285788,4.5
4410,4.2
5855,4
47090,4.4
233039,4.7
28578,4.3
1159058,4.6
53421,4.4
1579287,4.5
116880,4.3
21730,4.3
62421,4.4
10858538,4.5
70189,4.4
847159,4.6
251951,4.3
98716,4.6
654418,4.3
5282558,4.4
240475,4.2
527247,4.3
3157936,4.4
55427,3.9
68070,4.3
2418135,4.4
329160,4.2
1579287,4.5
42677,4.3
1517369,4.3
811693,4.3
23440,4.1
3368649,4.4
42079,4.3
29707,4
15098,4
35724,4
71898,4.4
4865093,4.3
106080,4.1
44941,4.2
129272,3.9
111066,4.4
49553,4.4
10859051,4.5
70189,4.4
847159,4.6
251951,4.3
98716,4.6
43296,4.1
130081,4
462152,4.3
140917,4.2
88860,4
49211,4.1
351254,4.1
157506,4
1871416,4.3
116880,4.3
240475,4.2
420973,4.5
34753,4
635846,4.4
78140,4.1
2418135,4.4
244371,4.3
12865,4.3
215343,4.2
6120977,4.3
3368646,4.4
753115,4.4
4865107,4.3
49553,4.4
16320,3.8
852649,4.4
1494491,4.4
527248,4.3
819774,4.6
33439,4
351255,4.1
477831,4.2
1871421,4.3
3337952,4.6
126337,4.6
68071,4.3
240475,4.2
373606,4.1
15426,4.2
714340,4.6
1451000,4.6
1490732,4.4
2163282,4.7
1163232,4.4
114680,4.1
751766,4.3
2418158,4.4
914917,4.2
3158151,4.4
7594559,4.5
1028637,4.2
167652,3.8
811714,4.3
1075277,4.4
7529865,4.6
3368705,4.4
1579343,4.5
93726,4.2
597068,4.5
823109,4.5
4865132,4.3
49553,4.4
197295,4.2
21578,4.1
307453,4.3
32896,4
98717,4.6
542561,4.3
3158151,4.4
462702,4.5
521138,4.2
1802,4.3
283662,4.4
82882,4.2
459795,4.1
133825,4.4
911995,4.7
1733,4.6
342909,4.2
31908,4.3
56270,4.3
107724,4.5
101455,4.6
152780,4.5
21733,4.4
410384,4.7
277902,4.2
91031,4.3
112725,4.2
76346,3.9
63938,3.9
18678,4.2
39878,4.3
152867,4.6
63580,4.3
121003,4
135763,4
176448,4
1981,4.6
16016,4.3
9992,4.2
36490,4.3
122282,4.4
218,4
4011,4.6
25172,4.7
14123,4.3
2487,4
180938,4.5
950,4.7
232423,4.4
1664,4.8
1391,3.3
2486,4.3
188834,3.9
697,4.4
5510,3.9
4549,4.4
91031,4.3
6106,4.4
277900,4.2
521138,4.2
459795,4.1
122282,4.4
176448,4
133825,4.4
91031,4.3
288809,4.1
43611,4
521138,4.2
82882,4.2
91031,4.3
78442,3.1
288809,4.1
3017,2.9
30840,4
36255,4.5
752,4.3
19230,4.1
926,4.3
26102,4.5
37167,4.6
2020,4.4
798,4.2
7543,4.3
1845,3.4
13098,4.6
1904,4.2
6106,4.4
11085,4
3387,4.1
11151,4
29673,4.6
277904,4.2
50017,4.5
63650,4.4
176450,4
50179,3.5
43611,4
521140,4.2
9971,4
122283,4.4
1660,4.8
361,4.1
5305,4.6
24082,4.3
133833,4.4
91033,4.3
990,4.6
32386,4.5
101,4.3
521140,4.2
122283,4.4
82883,4.2
133833,4.4
91033,4.3
35394,4.5
32386,4.5
288809,4.1
28895,4
410395,4.7
11549,4.6
277904,4.2
521140,4.2
34123,4.1
459797,4.1
4057,3.5
5517,4.5
4272,3.9
539,4.6
9971,4
122283,4.4
82883,4.2
342912,4.2
666521,4.6
838765,4.5
133833,4.4
2943,4.5
108318,4.4
7543,4.3
18679,4.2
91033,4.3
32386,4.5
68935,4
80900,4.2
288809,4.1
5511,3.9
75545,4.2
28895,4
50179,3.5
11151,4
30840,4
1605267,4.5
136626,4.1
219848,4.2
52029,4.4
49190,4.4
5150,4.1
64713,4.3
216388,4.5
481545,4.5
6012,4.4
260121,4.5
1830388,4.7
17878,4.4
26871,4.1
1162837,4.4
359403,4.4
9235155,4.3
219848,4.2
33782,4
192641,4.7
2338655,4.3
751551,4.6
24781,3.9
32862,3.6
16101,4
76779,4.1
2129689,4.2
98585,3.9
136633,4.1
459851,4.3
5572,3.1
16815,3.7
2277,3.4
45562,4.4
285,3.6
1162838,4.4
256,3.3
21443,3.7
2750,3
7081,3.6
17882,4.8
421800,3.9
43935,3.8
171889,4.3
251037,4.5
15750,3.4
27560,3.7
481546,4.5
150932,4.4
928,4.1
768833,4.5
26665,4
13275,3.9
48930,4.4
43054,4.8
1830387,4.7
15680,4.3
16980,3.7
5112,4.2
30447,3.5
165299,4.3
620534,4.7
599872,4.3
12564,4.1
2528,3.1
34,4.3
427,4.1
35560,4.2
397422,4.3
1162837,4.4
11182,4.3
16734,4.3
48930,4.4
30447,3.5
136626,4.1
10035,4.6
20313,4.4
25740,4.2
24781,3.9
42546,4.2
6925,4.4
24281,4.4
52028,4.4
18039,4.4
27560,3.7
22748,4.4
216388,4.5
16980,3.7
47780,4.4
7705,3.7
33256,4.4
481546,4.5
14544,3.6
134895,4.4
48082,4
2419,4.1
17915,4.4
61776,4.4
10323,4.3
48930,4.4
1609,4.2
219848,4.2
136626,4.1
30403,4.3
216388,4.5
33256,4.4
481546,4.5
18622,4.3
8258,4.2
260133,4.5
1830388,4.7
57573,4.4
17878,4.4
1162837,4.4
359560,4.4
17202,4.1
263525,4.6
14114,4.4
890,4.1
7153,4.5
481546,4.5
57573,4.4
9235373,4.3
149723,4.5
6762,4.2
120373,4.2
40225,4.2
42849,4.5
9971,4.7
5960,4
18294,4.2
2129707,4.2
38655,4.1
8033493,4.4
5745093,4.4
18239,4.2
24199,4.2
37333,4.1
12759663,4.5
308,4.6
33216,4.1
40770,4.3
28860,4.2
76604,4.1
26189,4
739329,4.6
45838,3.1
25592,4.6
34126,4.5
2394,3.2
330468,4.3
136874,4.6
1236,4.4
7790693,4.6
537554,4.5
315585,4.6
12215,4.4
127223,4.2
9602,4.4
24151,3.1
45483,3.6
28250,4.1
1859115,4.2
74819,3.5
18513,3.9
66,3
14552,3.9
87055,4.5
17030,3.4
1280423,4.4
25094,3.4
357,4.3
315,3.7
163997,3.5
5431,3.8
59,3.6
124,3.1
1420,3.8
118439,4.2
59973,4
32111,4.3
114788,4.3
70404,4.5
429580,4.5
876866,4.5
207706,4.4
4254879,4.4
111507,4.3
472904,4.2
115409,4.7
166367,4.4
618918,4.3
192661,4.4
54207,4.3
60571,4.5
1335799,4.7
148506,4.5
679912,4.6
152692,4.7
77311,4.6
48211,4.8
12388,3.9
85387,4.5
33509,4.6
342336,4.5
90831,4.4
12718,4.5
85659,4
16395,4.3
807,4
24265,4.4
1657,4.1
576454,4.3
88675,4.1
56848,4.3
19096,4.2
1116393,4.2
154578,4.2
40676,4.2
39833,4.3
273283,4.5
139480,4.4
801054,4.5
1859109,4.2
65597,4.1
1107320,4.4
4594198,4.5
94427,4.3
335115,4.4
33926,4.1
1028794,4.4
134203,4.2
15693,4.1
48979,4.6
410303,4.5
63712,4.3
10595,4.1
9496,4.1
428581,4.2
225544,4.1
3090727,4.6
474439,4.5
41137,4
75336,3.5
745245,4.4
4934130,4.4
137562,4.4
172990,4.1
68309,4.2
1121805,4.6
7146,4.4
6466641,4.6
49657,4.6
1724,4.5
139258,4.7
32794,4.4
102923,4.5
6702776,4.6
7583,4.6
24215,4
5073,4.6
15633,4.5
1141545,4.7
29485,4.7
142393,4.4
71688,4.3
114851,4.7
62209,4.1
202474,4.7
512102,4.4
298321,4.6
5783441,4.5
47393,4.4
55525,4.4
2267,4.3
266401,4.3
649568,4.6
6342,4.7
5413,4.3
1237135,4.5
4724,4.6
43960,4.4
3277209,4.5
229,4.7
6626,4.3
10796,3.7
273994,4.7
29203,4.5
18918,4.4
2056,4.3
440,4.8
66453,4.6
398,4.1
12089,4.7
2828,4.1
6466641,4.6
89342,4.2
495905,4.3
86743,4.2
30498,4
97890,4.2
25037,3.9
58617,4.3
62301,4.1
37237,4.2
1591,4.4
595120,4.3
100130,4.3
294701,4.4
63624,4.3
112977,4.1
58052,4.2
12180,4.1
118459,4.1
112479,4.2
69417,4.1
733838,4.4
157495,4.1
86481,4.3
484981,4.6
77724,4.1
6466641,4.6
2390185,4.6
33074,4.2
35771,4.1
290241,4.2
69488,4.5
10401,4.3
28806,4.2
11343,4
66730,4.2
25807,4.2
1121805,4.6
266402,4.3
512106,4.4
251616,4.4
87300,4.4
181399,4.3
881,4.3
40704,4.6
624924,4.5
51145,4.1
647844,4.3
2591941,4.4
7435,4.2
115773,4.2
12008,4.1
2084126,4.5
536926,4.7
3016297,4.3
1188154,4.4
2731171,4.4
8226,3.8
228794,4.4
3252896,4.3
226456,4.2
1079491,4.5
11200,3.2
9653,4.5
58675,4.2
1038306,4.4
287250,4.7
480643,4.4
27800,4
691474,4.4
2131,4
5383985,4.6
26559,4.5
13500,4.2
8550,4
1861310,4.4
23089,4.5
6949,3.9
858208,4.2
815981,4.3
102451,4.2
56403,4.2
115072,4.4
19302,4.7
1488396,4.6
6572,3.1
577059,4.4
1092367,4.1
618798,4.5
209696,4.6
1498393,4.3
15368,3.9
123412,4.5
185632,4.3
80847,3.7
2764964,4.5
41418,4.4
549973,4
212,4
6011,4.4
17955,4.7
25370,4.6
74146,4.2
176873,4.5
404617,4.6
10270,4
155999,4.5
56713,4.4
117255,4.3
691474,4.4
298843,4.5
72513,4.5
1488396,4.6
205191,4.4
73695,4.6
144879,4.3
5383971,4.6
49794,4.5
609182,4.3
979,4.1
53015,4.2
277794,4.2
67523,4.6
17415,4.2
2084125,4.5
2731211,4.4
3016305,4.3
226456,4.2
496399,4.3
1079616,4.5
815974,4.3
549900,4.3
618796,4.5
1508137,4.5
480640,4.4
858227,4.2
244567,4.2
2401017,4.6
57033,4.4
12321,4.3
122424,4.6
21507,4.2
80581,4.2
37204,4.2
10643,4
226295,4.3
57904,4.6
691474,4.4
404610,4.6
1488397,4.6
298854,4.5
155999,4.5
480638,4.4
5157,4.3
8985,4
16349,4.2
30291,4.2
25985,4.5
10270,4
60840,4.2
133573,4.4
23393,4.6
198051,4.3
102594,4.6
858230,4.2
80119,4.4
26919,4.6
2731211,4.4
267189,4.6
1038303,4.4
6850,4.1
1861309,4.4
18669,4.4
16420,4.1
16149,4.3
71432,4.1
282460,4.1
86,4.5
17941,3.9
3614,3.8
1413,4.6
39,4.7
3789,4
107,4.7
559,4.1
4976,3.7
44,4.1
9293,3.7
62386,4.6
162,4.4
1002,4.6
99,4.1
498,4.4
34336,4.7
9073,4.4
190,4.8
464,4
717,4.9
7505,4.8
11501,4.4
69,4.7
2715,4.2
349,4.6
37,4.6
806,4.5
60,4.6
319,4.1
824,3.8
6668,4.8
1940,4.8
1025,4.5
3346,4
5343,4.4
247,4.7
3182,3.9
1528,4.4
39,4.4
76795,4.5
1558437,4.4
159455,4.8
2053404,4.4
892,4.8
981995,4.5
11118,4.7
178934,4.5
11297,3.5
15370,4.4
18194,4.3
40606,4.4
133338,4.2
36900,4.6
1312037,4.4
4184,4.4
100994,3.9
20008,4.3
13426,4.5
18773,4.2
26941,3.7
7457,4.2
135337,3.9
7623,3.6
1422858,4.5
21404,4.3
2143,4.3
189313,4.2
89868,4.6
309617,4.5
3478,4.5
24349,4.2
22154,3.9
17493,4.8
15966,3.8
2332,4.5
29344,4.5
67772,4.2
634,4
18425,4.2
25655305,4.3
7557,4.3
59089,4.2
1551,4.3
12764,3.6
54807,3.9
259003,4.8
121916,3.9
400,3.7
3930,4.6
1032076,4.4
239242,4.4
193381,4.2
7624,4.1
19738,3.8
259605,4.4
18699,4.5
98819,4.6
53006,4.7
436921,4.3
351168,4.5
1615596,4.3
906384,3.7
3484,3.9
5639,3.6
504823,4.5
25922,4.4
5555,3.8
921868,4.6
6449,4.2
15874,4.3
2093,3.8
26421,4.4
2689,3.1
36969,4.6
45744,4.1
714665,4.5
119202,4
6474426,4.5
6685,4.3
11549,3.7
28835,3.9
13205,3.5
1261,3.3
1215,4.3
6474672,4.5
159622,4.1
169965,4.4
38630,4.4
249919,4.5
158196,4.4
42624,4.3
26411,4.5
296781,4.3
29706,4.6
30693,4.1
83558,4.2
6066,3.5
293080,4
54256,3.8
355921,4.3
37882,4.3
190888,4.1
948198,4.3
9548,4.5
1071,4.4
11908,4
185058,4.1
697212,4.6
978,4.3
877635,3.9
51684,4.5
175110,4.7
11667403,4.3
357944,4.5
735,3.1
2543,4.7
18818,3.8
30287,4
31504,4.2
13950,4
21147,4.2
41490,3.4
2090,4.6
44274,4.5
7006,4
2959,4.4
40167,4.2
56807,4.1
1284017,4.4
4332,4
10382,3.7
413999,4.6
66978,4.5
66384,4.6
17703,4.5
32121,3.9
350,4.3
74425,4.4
877635,3.9
131028,4.3
1284017,4.4
84957,4.4
3311,3.6
23158,4.5
1380,3.6
49259,4.1
185884,4.4
40975,4.1
27104,4.2
247992,4.7
63647,3.9
6105,3.9
30722,4.4
296781,4.3
56524,4.6
24790,4
13169,4.3
61692,4.2
249919,4.5
3684,4.3
18976,4
63020,4.1
62740,4.6
49259,4.1
76677,4.5
293080,4
78154,4.2
479594,4.3
201737,4.2
11667403,4.3
233305,4.2
80368,4
23292,4.2
296781,4.3
24790,4
249919,4.5
23641,4.3
3684,4.3
13217,3.9
18976,4
49259,4.1
63020,4.1
40975,4.1
17240,4
293080,4
256680,4.5
62465,4.1
63647,3.9
201737,4.2
877643,3.9
103074,4.5
131028,4.3
1284018,4.4
7232629,4.6
15681,4.2
53481,4.1
104800,4.4
50459,4.4
43269,4.2
56443,4.5
4928420,4.2
1421884,4.4
3652,4.4
126282,4
14110,4.3
18710,4.4
22063,4.2
286454,4.3
15922,4.1
652,4.4
29768,4.3
102248,4.4
41225,4.2
162049,4.7
26014,4.3
53562,4.5
10562,3.7
21589,4.3
3682,4.2
2909,4.1
37937,4.5
15865,4.8
63920,4.3
38375,4.7
16657,4.3
301413,4.2
20605,3.7
16094,4.6
65590,4.5
32225,4.3
44348,4.5
23279,4.2
12572,4.2
70556,4.3
1240,4.3
56471,4.4
6939,3.7
10218,4.4
617477,4.4
1688,4.2
18857,3.5
11838,4.2
60838,4.2
17000166,4
162335,4.5
886418,4.2
3720,3.9
9951,4.3
2398,3.7
213340,4.3
1805398,4.3
94989,4.6
10483141,4.3
3815614,4.2
10247,4.6
730,3.9
5565856,4.4
263454,4.6
1728557,4.1
39480,4.8
1311,4.3
14885236,4.5
5453997,4.4
174,4.4
8642,3.3
1092337,4.2
4257,3.8
43576,4.5
3014548,4.3
27711703,4.5
1221896,3.7
152658,4.5
14766,4.1
1852384,4.4
353342,3.7
672089,4.1
3053,4.8
69109672,4.4
960726,4.3
1703479,4.1
5741684,4.4
10421284,4.1
66509917,4.5
9876369,4.5
469851,4.5
8389714,4.5
685450,4.2
867920,4.4
787107,4.5
798522,4.3
6760,3.8
13118,4.5
413609,3.7
1013465,4.5
1117212,4.5
908525,4.3
305765,4.6
154668,4.3
98324,4.4
27931,4.3
47698,4.3
25623548,4.3
133195,4.3
1295293,4.3
17069,4.4
145088,4.2
46253,4.9
2078744,4.5
111741,4.6
515240,4.6
49275,4.6
29265,3.4
85763,3.8
4918776,4.4
2440695,4.7
137198,4.6
78128208,4.1
22191,3.8
5637451,4.4
5276983,4.4
31061,3.9
12495,4.1
512996,4.5
800,3.7
2349421,4.4
944661,4.5
14184910,4.5
159,3.8
50,3.1
799206,4.5
2,5
3039889,4.4
1305050,4.3
155,2.9
3042,3.1
14210,3.3
291,4.1
625,4.6
83,4.4
4487182,4.5
12,4.3
668,4.3
2948,4.5
17712922,4.5
83,2.2
6071542,4.5
828489,4.2
10053186,4.5
815280,4.6
24,3.9
8,4.1
19,3.3
472247,4.5
283,4.1
253,4.8
41,4.1
2,4.5
44881447,4.6
23125280,4.6
22248,4.3
29978,4.1
349,4.5
4624,4.3
1397944,4.4
2890,4.7
22419455,4.4
27275,4.4
9642112,4.3
1531,4.2
873,4.2
73404,4.6
901110,4.5
1218,4.6
88,4.7
557,4.8
2387,4.7
42916526,4.7
686,1.7
8096,4.5
499,4
608,3.6
24,2
707,4.7
376,4.1
109,4.3
43,4.3
2751,4.5
77,4.4
8921451,4.4
130,4.6
452,3.7
4115,4.5
459,4
55,4.8
1320,4
27,4.7
306,4.8
498,4.6
36,4.3
1002,4.2
138,4.8
20,4.2
6459626,4.6
1971777,4.2
305347,4.5
408292,4.6
1736105,4.5
10214862,4.5
5091448,4.3
2588730,4.8
2083237,4.6
4229977,4.5
8116142,4.3
640974,4.2
3058687,4.4
4972230,4.5
951,4.2
1591129,4.6
14026,4.6
1860844,4.4
1013867,4.5
762706,4.5
7657490,4.6
2586261,4.5
91171,4.4
1076243,4.1
4064868,4.4
9873470,4.6
15301,4.6
10158,4.5
4147718,4.5
1168959,4.3
4000433,4.3
23682,3.3
338449,3.7
214265,4.5
187892,4.4
740,3.1
15443,4
2788460,4.4
521081,4.2
94910,3.9
63773,4.4
5378795,4.6
1506783,4.8
3075096,4.4
10657,3.9
736824,4.5
1354,3.6
4082,3.4
564759,4.7
951413,4.4
1657,4.4
17350,4.5
814151,4.2
1488289,4.6
15209,4.3
27156,4.3
3249518,4.3
4300936,4.6
148536,4.4
181983,4.5
16257,4.5
4660,4
1476,4.3
75951,4.5
85842,4.1
4604324,4.3
10374,4
9231613,4.3
5911055,4.6
210534,4.2
6003590,4.4
6200739,4.5
9400,4.3
56642847,4
8595964,4.3
1429038,4.4
894435,4.6
1302,4.4
4551,4.3
12726,4.2
3213548,4.3
3943,4.3
57,4.6
214,3.6
11657972,4.3
2588,4.2
1117,4.2
607,4.4
9433,4.3
73,4.9
1250,4.5
10790092,4.2
659395,4.3
13096,4.2
38,3.8
1671658,4.2
1,1
6495,4.4
43,4
20368,4.4
5427,4.4
76593,4.5
58,3.4
183,3.8
5559,3.7
41,4.1
759838,4.6
51,4.4
127,4.2
4828372,4.2
3697174,4.4
4830407,4.5
1855262,4.2
1128805,4.5
64884,4.3
8021623,4.4
857215,4.2
2065,3.6
3419464,4
12683,4.4
3656,4.6
1034,4.5
120,4.4
59,4.2
989344,4.3
267042,4.6
53,1.8
4116,3.8
7715,4.4
4710,3
5,3.4
10,4.6
96,3.7
543,3
89,4.6
2728941,4.4
777,3.1
255,4.3
25,4.3
415,3.8
231,4.5
517,3.6
33,4.2
30,4.5
184,4.2
6,3.3
1485806,4.2
99290,4.3
1960,4.2
41917,3.7
29544,3.8
1786,2.9
6181640,4.5
123,4.3
145,4.9
19816,4.4
9,4.4
13,4.4
4031,2.9
46,4.2
50,4
6,4.3
15439,4.3
38,3.9
103064,4.3
214,4
4108,4.6
126,3.7
65914,4
621,4.6
3250,4.4
2,4.5
4,3
67,3.1
1633565,4.3
107,4.5
681,4.5
176,4.5
10426,4.1
4140,4.6
1752017,4.2
178723,3.9
2454,3.9
19758,3.9
4785892,4.3
3133,4.2
594720,4.2
7453,3.7
4635,2.8
5231553,4.4
8137,4.1
1372013,4.4
3032,2.7
403911,4.7
1175188,4.2
249308,4.2
10484169,4.1
