@relation knn

@attribute Category numeric
@attribute Reviews numeric
@attribute Size numeric
@attribute Genres numeric

@data
16,985,16,28
16,4260,6.3,28
16,726074,45,28
16,3829,23,28
16,33572,37,28
16,6145,13,28
16,34327,8.1,28
16,7457,13,28
16,41941,14,28
16,82145,30,28
16,10944,36,28
16,665,3,28
16,2167,1.4,28
16,53652,39,28
16,18961,1.8,28
16,9412,1.7,28
16,9663,19,28
16,2225,15,28
16,23164,10,28
16,3031,2.7,28
16,95557,16,28
16,7869,21,28
16,4212,20,28
16,17368,14,28
16,6554,76,28
16,33264,18,28
16,34782,12,28
16,6676,6.2,28
16,1067,0,28
16,1797,6.8,28
16,367505,0,28
16,20304,24,28
16,7376,19,28
16,49147,13,28
16,69177,15,28
16,3448,13,28
16,1067,0,28
16,39724,0,28
16,3788,44,28
16,95736,0,28
16,1658,9.7,28
16,20304,24,28
16,3309,13,28
16,987,4.5,28
16,5208,4.5,28
16,78298,29,28
16,34802,12,28
16,6808,12,28
16,12452,0,28
16,360,4.6,28
16,16637,10,28
16,1797,6.8,28
16,95904,33,28
16,6808,12,28
16,12452,0,28
16,360,4.6,28
16,16637,10,28
16,1797,6.8,28
16,95905,33,28
16,3114,13,28
16,220,15,28
16,33,23,28
16,1533,7.7,28
16,28301,0,28
16,3937,15,28
16,894,25,28
16,21195,0,28
16,2042,3,28
16,13213,22,28
16,118034,0,28
16,9464,0,28
16,10097,7.5,28
16,28588,24,28
16,19621,0,28
16,10544,44,28
16,4427,0,28
16,50338,0,28
16,3346,14,28
17,4447388,67,30
17,27722264,76,31
17,22426677,74,32
17,254258,23,33
17,148897,46,32
17,369203,24,34
17,5234162,0,35
17,23133508,97,36
17,8118609,62,35
17,10485308,24,32
17,1497361,33,35
17,59800,7.8,37
17,2610526,46,31
17,4066989,69,36
17,3778921,75,31
17,6198563,67,32
17,10306,50,35
17,44891723,98,36
17,1000417,0,35
17,17039,4.9,37
17,685981,37,31
17,10393,18,31
17,14198297,52,38
17,592068,0,39
17,1732263,78,37
17,295241,3.9,40
17,1135631,59,31
17,5566669,97,31
17,1295557,11,37
17,270687,38,41
17,2157930,0,37
17,506275,0,31
17,4920817,0,31
17,23005,0,31
17,68057,85,42
17,1300490,78,37
17,8923587,63,41
17,4128732,0,32
17,42053,24,37
17,257724,69,38
17,990491,75,35
17,10216538,0,43
17,7614130,70,32
17,760628,63,31
17,9881829,99,32
17,2123381,49,37
17,7671249,0,35
17,27723193,76,31
17,4447346,67,30
17,10485334,24,32
17,14198602,52,38
17,44891723,98,36
17,22428456,74,32
17,4066980,69,36
17,3197865,82,31
17,1351068,0,37
17,5418675,96,38
17,9881908,99,32
17,148895,46,32
17,1889250,0,37
17,183846,99,35
17,230710,87,40
17,295305,3.9,40
17,6198880,67,32
17,2157930,0,37
17,5465624,53,35
17,59854,7.8,37
17,1534466,0,35
17,23134775,97,36
17,14891223,0,32
17,7672495,0,35
17,1137271,59,31
17,506275,0,31
17,2610622,46,31
17,990586,75,35
17,10354,50,35
17,8118937,62,35
17,4921122,0,31
17,18985,23,32
17,655067,72,31
17,7614271,70,32
17,10434,18,31
17,5234825,0,35
17,1385093,35,37
17,2698348,78,35
17,1125017,25,37
17,9882639,74,38
17,5566805,97,31
17,74673,17,32
17,5387639,53,41
17,2750410,0,41
17,1295606,11,37
17,461137,60,31
17,946926,57,44
17,9305,14,32
17,4448791,67,30
17,1498648,33,35
17,27724094,76,31
17,22428456,74,32
17,1351089,0,37
17,360630,40,37
17,1137267,59,31
17,14200344,52,38
17,7672495,0,35
17,5234810,0,35
17,6074334,100,31
17,8118937,62,35
17,1000417,0,35
17,592282,0,39
17,1535084,0,35
17,8118880,0,31
17,10424925,85,45
17,230727,87,40
17,37023,33,32
17,422244,32,31
17,98123,40,31
17,21262,29,37
17,118253,40,31
17,141529,24,46
17,70226,38,31
17,2251012,52,41
17,30253,0,32
17,15763,54,31
17,84911,71,31
17,46416,73,31
17,946926,57,44
17,7196,38,31
17,48256,62,37
17,6427773,95,47
17,25825,16,44
17,55380,39,35
17,148177,78,31
17,3715656,36,35
17,1841061,0,44
17,101686,31,37
17,275447,0,31
17,174755,98,31
17,4578476,24,36
17,145353,85,31
17,1499373,33,35
17,531458,100,38
17,3714270,36,35
17,195558,86,31
17,29940,80,35
17,230727,87,40
17,41975,79,41
17,216675,30,40
17,2311785,87,35
17,165888,91,48
17,541144,63,31
17,1107310,0,45
17,29168,0,41
17,189773,95,48
17,337752,48,35
17,102107,0,36
17,3093358,0,32
17,42079,93,46
17,240416,53,40
17,32506,82,38
17,70747,99,35
17,358817,49,31
17,15403,25,32
17,38957,0,44
17,214777,91,37
17,100609,52,35
17,1343866,56,35
17,168717,56,36
17,549720,85,44
17,18996,81,36
17,25094,82,48
17,93033,98,36
17,120592,77,36
17,187972,99,48
17,484981,0,36
17,2055,96,36
17,73539,96,48
17,59017,82,35
17,5829,70,36
17,18621,63,46
17,19922,35,46
17,21119,48,37
17,7412,84,36
17,18125,15,49
17,10795,69,44
17,13004,46,35
17,38207,15,48
17,9394,33,37
17,337913,48,35
17,4449882,67,30
17,22429716,74,32
17,3883589,57,32
17,14200550,52,38
17,2719142,25,44
17,1107197,0,45
17,3716278,36,35
17,931595,31,44
17,165928,91,48
17,1480189,0,32
17,2468063,92,35
17,309176,70,44
17,807338,93,44
17,446434,52,33
17,214819,91,37
17,522466,37,48
17,584126,64,48
17,32551,35,48
17,90218,97,36
17,212524,93,48
17,2045554,28,48
17,745684,83,48
17,416540,99,48
17,16601,55,48
17,59017,82,35
17,3057481,14,36
17,224514,81,36
17,26247,0,48
17,22430188,74,32
17,4449910,67,30
17,14201891,52,38
17,27725352,76,31
17,6199095,67,32
17,10493,50,35
17,148945,46,32
17,1351771,0,37
17,1889582,0,37
17,23136735,97,36
17,44893888,98,36
17,7614415,70,32
17,4067651,69,36
17,295576,3.9,40
17,59907,7.8,37
17,10460,18,31
17,10486018,24,32
17,8119151,62,35
17,1295625,11,37
17,3093932,0,32
17,230849,87,40
17,9883367,99,32
17,5235294,0,35
17,3198176,82,31
17,10055521,94,32
17,4129665,0,32
17,2158580,0,37
17,506593,0,31
17,5419676,96,38
17,990723,75,35
17,592504,0,39
17,21892,14,37
17,1138239,59,31
17,9883806,74,38
17,197540,29,37
17,74695,17,32
17,5566889,97,31
17,2698882,78,35
17,1535973,0,35
17,14892469,0,32
17,8923818,63,41
17,7674252,0,35
17,1125438,25,37
17,29445,29,32
17,655145,72,31
17,4921451,0,31
17,5476569,53,35
17,1083571,0,31
17,27725352,76,31
17,1500999,33,35
17,4230886,60,35
17,8119154,62,35
17,5235294,0,35
17,1535973,0,35
17,2698889,78,35
17,990663,75,35
17,7674252,0,35
17,2119218,70,35
17,1327265,99,41
17,184210,99,35
17,1003269,0,35
17,1242855,27,35
17,401425,70,35
17,10979062,88,35
17,515657,63,35
17,955656,82,35
17,337913,48,35
17,1468591,0,35
17,725897,31,35
17,549039,23,35
17,1559650,0,35
17,292164,59,35
17,520962,39,35
17,1381820,54,35
17,525517,48,50
17,696,0,35
17,194969,30,35
17,327599,66,35
17,3816799,32,35
17,10538,50,35
17,5476569,53,35
17,105620,61,35
17,37139,49,35
17,147791,38,35
17,347883,20,35
17,343263,0,35
17,216849,0,50
17,354373,66,35
17,753043,57,35
17,43055,95,50
17,80678,0,35
17,153381,0,35
17,559,32,35
17,3073251,33,35
17,26649,66,35
17,2151039,75,35
17,306764,29,47
17,22430188,74,32
17,4067651,69,36
17,59907,7.8,37
17,1500622,33,35
17,14201604,52,38
17,280098,50,31
17,148990,46,32
17,154264,12,33
17,26985,41,32
17,1125438,63,32
17,5387781,53,41
17,8923847,63,41
17,1327269,99,41
17,23043,0,31
17,42145,20,51
17,1295625,11,37
17,990796,75,35
17,171448,13,37
17,2610680,46,31
17,1300619,78,37
17,2123793,49,37
17,21892,14,37
17,6074627,100,31
17,104303,0,31
17,5566908,97,31
17,1480182,0,32
17,2750645,0,41
17,47644,15,37
17,125647,33,32
17,4355,0,32
17,2119235,70,35
17,214878,10,46
17,811040,77,36
17,1536349,0,35
17,592504,0,39
17,17044,4.9,37
17,155186,0,37
17,1125566,25,37
17,5419676,96,38
17,34494,23,31
17,260651,51,31
17,4638163,96,31
17,4921409,0,31
17,1468638,0,35
17,344585,0,40
17,7614407,70,32
17,234110,38,41
17,48615,24,52
18,470694,0,19
18,42145,20,51
18,4449910,67,30
18,14774,19,51
18,12753,51,53
18,33983,22,54
18,20267,46,55
18,5761,21,51
18,11618,39,55
18,12948,23,51
18,685,26,56
18,9779,39,13
18,369378,24,34
18,11436,15,51
18,2150,20,51
18,48615,24,52
18,382,44,13
18,24936,38,55
18,1109,52,57
18,974,14,1
18,108795,49,58
18,1455,8.9,11
18,1024,0,55
18,1014822,56,58
18,86961,99,43
18,7320,10,59
18,269194,6.9,20
18,59843,20,54
18,18616,10,60
18,11950,19,55
18,4289,33,51
18,68286,85,42
18,11716,48,51
18,3323,9.6,34
18,36606,0,55
18,328619,15,42
18,10216997,0,43
18,46741,50,61
18,530854,51,52
18,7050,24,55
18,235906,13,20
18,17753,16,51
18,6294400,0,11
18,520609,0,62
18,432,63,55
18,32029,15,34
18,4207,26,61
18,64,81,55
18,96,79,53
18,82471,0,19
18,496,94,11
18,20267,46,55
18,29436,43,55
18,19230,45,57
18,11126,91,58
18,23671,91,63
18,9652,53,55
18,9626,28,50
18,29319,26,43
18,1791,56,11
18,9199,80,54
18,14014,60,11
18,110877,0,43
18,160,67,11
18,10366,78,16
18,47644,27,30
18,530792,0,64
18,12137,63,65
18,237,26,11
18,6404,46,57
18,6356,83,66
18,169,60,58
18,8,44,16
18,2,82,53
18,4450855,67,30
18,86961,99,43
18,10216997,0,43
18,48701,24,52
18,15246,78,52
18,520654,0,62
18,4076,0,67
18,530904,51,52
18,106750,94,52
18,33785,16,43
18,4207,93,62
18,58795,77,62
18,3235,32,68
18,47031,58,52
18,131,48,62
18,114,69,62
18,673203,73,68
18,2178,99,62
18,175625,16,62
18,8508,54,69
18,3484,56,70
18,379415,68,43
18,19245,25,43
18,24877,54,71
18,765,51,15
18,10088,0,43
18,525552,48,50
18,3762,44,15
18,141363,8.7,43
18,472584,91,52
18,1329192,97,62
18,148295,26,43
18,41273,16,30
18,278,0,62
18,392596,53,64
18,43060,95,50
18,514088,83,69
18,41867,78,62
18,1014846,56,58
18,23060,21,55
18,112080,26,34
18,15489,60,34
18,51895,22,57
18,43060,95,50
18,525552,48,50
18,623398,58,54
18,472584,91,52
18,66661,22,34
18,10447,36,52
18,1574197,37,71
18,19170,70,72
18,169609,34,69
18,6188,49,19
18,1369,9.8,73
18,2952,37,11
18,731,0,55
18,9856,55,74
18,10753,84,55
18,154,16,55
18,288523,92,75
18,4522,57,55
18,3328,0,13
18,31100,24,16
18,854,6.9,34
18,560,44,60
18,197,11,43
18,63186,16,54
18,23772,17,76
18,6007,18,77
18,2903,16,76
18,3617,19,76
18,3063,1.6,76
18,3234,47,54
18,276,16,54
18,1595,14,54
18,879,0,76
18,68559,75,77
18,61,25,51
18,1123,5.7,76
18,30,0,55
18,566,17,76
18,97,3.5,76
18,38,16,76
18,4,42,78
18,38,47,34
18,214,67,76
18,248,26,77
18,185,72,76
18,2195,37,76
18,1615,1.2,76
18,359,17,76
18,38021,19,79
18,6190,23,55
18,6903,25,58
18,13155,83,16
18,496,94,11
18,418,97,55
18,1160,37,14
18,59917,92,16
18,1042,48,80
18,73,12,16
18,382,15,15
18,253,83,16
18,3396,9.5,34
18,38021,19,79
18,6190,23,55
18,6903,25,58
18,13155,83,16
18,496,94,11
18,418,97,55
18,1160,37,14
18,59917,92,16
18,1042,48,80
18,73,12,16
18,382,15,15
18,253,83,16
18,3396,9.5,34
18,4450890,67,30
18,182173,0,19
18,470713,0,19
18,59729,0,62
18,133117,63,34
18,108795,49,58
18,47213,14,81
18,95537,58,55
18,66660,22,34
18,51838,15,42
18,6294397,0,11
18,36028,50,55
18,528745,59,58
18,169609,34,69
18,82471,0,19
18,44062,54,34
18,392596,53,64
18,79667,0,62
18,20763,0,55
18,1574204,37,71
18,123322,25,19
18,29319,26,43
18,8126,61,20
18,623398,58,54
18,50887,91,11
18,63160,17,65
18,13155,83,16
18,28737,17,43
18,530792,0,64
18,45579,64,69
18,19720,41,11
18,361970,58,34
18,159619,23,82
18,354384,71,62
18,272321,0,17
18,2376564,0,69
18,129603,23,83
19,1135,12,84
19,578,0,84
19,129,2.9,84
19,63,25,84
19,216,0,84
19,171,20,84
19,45,21,84
19,717,5.4,84
19,2921,25,84
19,1533,42,84
19,92,32,84
19,199,1.8,84
19,1361,33,84
19,12,3.8,84
19,15,5.8,84
19,206,9.5,84
19,395,19,84
19,79,0,84
19,15,5,84
19,3,23,84
19,35,0,84
19,77,9.9,84
19,51,2.4,84
19,214,0,84
19,104,38,84
19,8,6.5,84
19,45,14,84
19,2,1.2,84
19,80,48,84
19,10,0,84
19,156,22,84
19,178,4.8,84
19,576,0,84
19,168,25,84
19,25,0,84
19,163,0,84
19,25,1.2,84
19,319,0,84
19,133,2.8,84
19,9,95,84
19,74,2.6,84
19,3,4.6,84
19,4207,0,84
19,12,5.1,84
19,17,1.8,84
19,358,0,84
19,726,0,84
19,33,53,84
19,492,39,84
19,41,14,84
19,625,8.4,84
19,12,18,84
19,64,41,84
19,11,100,84
19,4,3.4,84
19,214,68,84
19,66,2.6,84
19,59158,11,84
19,19473,0,84
19,73118,37,84
19,27524,0,84
19,102858,9.8,84
19,2094,23,84
19,236,18,84
19,33033,7.4,84
19,78825,11,84
19,18674,0,84
19,250,23,84
19,6266,34,84
19,22,15,84
19,53743,13,84
19,2657,24,84
19,4476,20,84
19,156410,14,84
19,2006,69,84
19,6099,38,84
19,23160,26,84
19,8348,2.6,84
19,7837,21,84
19,6185,38,84
19,3803,16,84
19,1838,21,84
19,3707,10,84
19,315,22,84
19,87418,14,84
19,21189,36,84
19,1746,16,84
19,69126,61,84
19,453,11,84
19,10710,8.5,84
19,700,37,84
19,914,0,84
19,15875,0,84
19,503,22,84
19,488,17,84
19,190,7.7,84
19,15,39,84
19,26862,30,84
19,100082,3.7,84
19,27,28,84
19,72167,16,84
19,21,20,84
19,6035,8.9,84
19,9945,97,84
19,4318,12,84
19,78,72,84
19,2218,0,84
19,47,21,84
19,23889,0,84
19,650,27,84
19,3498,6.6,84
19,3052,12,84
19,1747,5.9,84
19,45,20,84
19,1686,15,84
19,529,26,84
19,1388,3.3,84
19,572,44,84
19,92,32,84
19,1135,12,84
19,21189,36,84
19,54,17,84
19,275,5.8,84
19,2159,11,84
19,2951,16,84
19,2921,25,84
19,84,6.1,84
19,15545,0,84
19,5521,22,84
19,2108,28,84
19,73,6.3,84
19,63,25,84
19,408,60,84
19,171,20,84
19,33,8,84
19,197,20,84
19,272,6.4,84
19,4852,34,84
19,12,3.8,84
19,1533,42,84
19,51,2.4,84
19,38,70,84
19,15,5,84
19,90,21,84
19,1288,38,84
19,4303,0,84
19,1545,74,84
19,199,1.8,84
19,283,12,84
19,460,13,84
19,216,0,84
19,129,2.9,84
19,80,48,84
19,395,19,84
19,214,68,84
19,17,6.8,84
19,513,12,84
19,168,5.8,84
19,64,41,84
19,168,25,84
19,82,42,84
19,8,6.5,84
19,112,13,84
19,92,1.5,84
19,83,3.2,84
19,3,7.7,84
19,6,1.3,84
19,343,26,84
19,717,5.4,84
19,137,11,84
19,206,9.5,84
19,12,18,84
19,4107,0,84
19,9,2.9,84
19,3,22,84
19,2,16,84
19,20,19,84
19,3,10,84
19,1,22,84
19,3,20,84
19,4,2.5,84
19,2,24,84
19,4,25,84
19,2,29,84
19,3,53,84
19,2,83,84
19,1,4.6,84
19,10,46,84
19,28,5.7,84
19,1,4.2,84
19,14,7,84
19,5,11,84
19,1,5.6,84
19,1,3.3,84
19,2,7.1,84
19,2094,23,84
19,496,24,84
19,87418,14,84
19,53747,13,84
19,44,34,84
19,10,4.3,84
19,124,43,84
19,2014,69,84
19,503,22,84
19,21,20,84
19,11,25,84
19,573,2,84
19,700,37,84
19,163,40,84
19,330,17,84
19,453,11,84
19,24,4.4,84
19,1686,15,84
19,531,2.3,84
19,20,40,84
19,3596,8.4,84
19,56,11,84
19,9,2.9,84
19,27,15,84
19,63,24,84
19,2657,24,84
19,3,22,84
19,123,86,84
19,122,0,84
19,315,22,84
19,2,11,84
19,26,0,84
19,122,0,84
19,17,6,84
19,623,20,84
19,6,26,84
19,6,13,84
19,7,2.7,84
19,253,4.2,84
19,3786,28,84
19,1,6.1,84
19,10,15,84
19,66,1.2,84
19,65,37,84
19,1747,5.9,84
19,17,14,84
19,28,2.3,84
19,292,2.7,84
19,19,2.2,84
19,23160,26,84
20,78158306,0,85
20,66577313,0,85
20,8606259,0,85
20,49173,4,85
20,2955326,0,85
20,22492,1.5,85
20,17014787,0,85
20,1403,3.7,85
20,4305441,0,85
20,441189,0,85
20,4831125,0,85
20,4919,2.8,85
20,13762,3.9,85
20,6086,3.1,85
20,70616,0,85
20,1200,2.8,85
20,76480,20,85
20,271445,9.9,85
20,225103,5.3,85
20,33177,10,85
20,54768,2.6,85
20,457197,0,85
20,25562,31,85
20,16404,2.3,85
20,2508,6,85
20,79658,17,85
20,374,20,85
20,1259075,62,85
20,4751,0,85
20,60562,15,85
20,22695,0,85
20,22098,18,85
20,231325,5.4,85
20,13223,2.8,85
20,479908,15,85
20,313633,0,85
20,540930,5.3,85
20,57146,0,85
20,1225339,0,85
20,19583,37,85
20,344921,0,85
20,79129,23,85
20,83488,0,85
20,441189,0,85
20,3781770,0,85
20,315441,0,85
20,382120,28,85
20,412725,35,85
20,3806669,0,85
20,1259849,76,85
20,486824,0,85
20,1157004,34,85
20,423105,0,85
20,205803,0,85
20,285816,0,85
20,2955325,0,85
20,138026,2.7,85
20,8936,0,85
20,4253,4.1,85
20,17014705,0,85
20,66577446,0,85
20,14835,0,85
20,6388,0,85
20,309872,85,85
20,479909,15,85
20,17955,89,85
20,17015352,0,85
20,66577313,0,85
20,4305441,0,85
20,51502,20,85
20,1064049,0,85
20,58341,9.3,85
20,637309,0,85
20,1259894,76,85
20,1157003,34,85
20,161610,16,85
20,19446,0,85
20,1225367,0,85
20,1520959,0,85
20,3806669,0,85
20,423138,0,85
20,285820,0,85
20,33249,8.4,85
20,3781770,0,85
20,51504,20,85
20,1175794,0,85
20,1259894,76,85
20,852455,68,85
20,900064,13,85
20,3677,50,85
20,79129,23,85
20,83488,0,85
20,695613,0,85
20,382121,28,85
20,207712,0,85
20,175722,0,85
20,2052,7,85
20,79130,23,85
20,1175815,0,85
20,1259894,76,85
20,486830,0,85
20,852455,68,85
20,1064076,0,85
20,3781770,0,85
20,900064,13,85
20,624557,56,85
20,423138,0,85
20,522018,0,85
20,33249,8.4,85
20,79130,23,85
21,141613,22,86
21,6210998,15,86
21,591312,0,86
21,94294,30,86
21,608753,30,86
21,38961,27,86
21,5916606,0,86
21,441473,0,86
21,2788923,0,86
21,973270,20,86
21,909226,42,86
21,1573054,0,86
21,857923,18,86
21,35563,4.2,86
21,85858,0,86
21,106798,30,86
21,8820,33,86
21,37186,7.9,86
21,25714,12,86
21,44255,15,86
21,1084945,0,86
21,18252,10,86
21,42750,9.9,86
21,3656,9,86
21,216741,0,86
21,662287,21,86
21,30834,13,86
21,367290,11,86
21,2588,21,86
21,162655,8.1,86
21,3860225,0,86
21,125783,0,86
21,171584,12,86
21,244141,7.3,86
21,568273,0,86
21,142512,15,86
21,109124,22,86
21,135043,11,86
21,108592,8.3,86
21,1315242,0,86
21,48732,20,86
21,308234,38,86
21,178497,9.1,86
21,68406,24,86
21,6012719,0,86
21,45362,0,86
21,18364,29,86
21,15867,0,86
21,9189,98,86
21,23187,25,86
21,11798,0,86
21,9975,18,86
21,52896,0,86
21,7793,6.1,86
21,9701,14,86
21,31519,21,86
21,181990,0,86
21,213735,43,86
21,6211039,15,86
21,42871,23,86
21,315908,52,86
21,210208,0,86
21,1370749,0,86
21,79261,57,86
21,284725,20,86
21,67071,40,86
21,46153,17,86
21,101883,13,86
21,1659,33,86
21,9975,18,86
21,11798,0,86
21,52896,0,86
21,181990,0,86
21,57920,0,86
21,28523,29,86
21,24953,0,86
21,37253,31,86
21,210208,0,86
21,1370749,0,86
21,33758,0,86
21,284721,20,86
21,3420,13,86
21,7193,7.3,86
21,11798,0,86
21,2788923,0,86
21,52896,0,86
21,2278,12,86
21,5121,8.8,86
21,39735,18,86
21,9701,14,86
21,1558,21,86
21,213735,43,86
21,16966,34,86
21,181990,0,86
21,57920,0,86
21,6211039,15,86
21,125783,0,86
21,41986,26,86
21,441473,0,86
21,186116,34,86
21,13085,2.7,86
21,315908,52,86
21,5916569,0,86
21,28523,29,86
21,28560,0,86
21,34171,0,86
21,44588,20,86
21,4158,23,86
21,105773,0,86
21,909204,42,86
21,279428,16,86
21,33583,12,86
21,94205,6.5,86
21,210208,0,86
21,95520,15,86
21,46153,17,86
21,68406,24,86
21,181798,22,86
21,25719,0,86
21,142512,15,86
21,2788923,0,86
21,39735,18,86
21,5121,8.8,86
21,9701,14,86
21,13085,2.7,86
21,28523,29,86
21,44588,20,86
21,94205,6.5,86
21,95520,15,86
21,1370749,0,86
21,2788923,0,86
21,4602,6.2,86
21,72596,19,86
21,110425,27,86
21,2375,1.1,86
21,13085,2.7,86
21,5917485,0,86
21,35497,16,86
21,3878,8.8,86
21,33583,12,86
21,68406,24,86
21,44071,56,86
21,6212081,15,86
21,39735,18,86
21,6380,0,86
21,5123,14,86
21,181823,22,86
22,19232,28,87
22,98716,59,87
22,109500,37,87
22,21159,36,87
22,1320,9.5,87
22,50424,82,87
22,32398,28,87
22,10858556,0,87
22,219745,0,87
22,38953,9.7,87
22,142634,22,87
22,259450,17,87
22,123029,0,87
22,914804,0,87
22,21841,7.7,87
22,5282578,0,87
22,10349,11,87
22,859,21,87
22,40289,19,87
22,3362,0,87
22,49680,8.7,87
22,3378,30,87
22,10525,25,87
22,3492,17,87
22,654419,0,87
22,1864,13,87
22,74476,23,87
22,221858,0,87
22,401820,0,87
22,3116,22,87
22,31985,9.1,87
22,4400,8.3,87
22,3337956,0,87
22,11677,19,87
22,3158047,53,87
22,125259,0,87
22,56114,17,87
22,15700,10,87
22,16523,0,87
22,26361,29,87
22,285788,46,87
22,4410,4.5,87
22,5855,4.9,87
22,47090,0,87
22,233039,24,87
22,28578,23,87
22,1159058,25,87
22,53421,26,87
22,1579287,0,87
22,116880,2,87
22,21730,19,87
22,62421,9.6,87
22,10858538,0,87
22,70189,13,87
22,847159,4.2,87
22,251951,16,87
22,98716,59,87
22,654418,0,87
22,5282558,0,87
22,240475,9.5,87
22,527247,0,87
22,3157936,53,87
22,55427,6.6,87
22,68070,0,87
22,2418135,0,87
22,329160,27,87
22,1579287,0,87
22,42677,22,87
22,1517369,0,87
22,811693,50,87
22,23440,30,87
22,3368649,0,87
22,42079,17,87
22,29707,18,87
22,15098,10,87
22,35724,9.9,87
22,71898,23,87
22,4865093,51,87
22,106080,35,87
22,44941,16,87
22,129272,11,87
22,111066,74,87
22,49553,48,87
22,10859051,0,87
22,70189,13,87
22,847159,4.2,87
22,251951,16,87
22,98716,59,87
22,43296,0,87
22,130081,5.6,87
22,462152,1.5,87
22,140917,5.7,87
22,88860,6.1,87
22,49211,1.9,87
22,351254,4,87
22,157506,47,87
22,1871416,0,87
22,116880,2,87
22,240475,9.5,87
22,420973,0,87
22,34753,22,87
22,635846,14,87
22,78140,10,87
22,2418135,0,87
22,244371,0,87
22,12865,6.9,87
22,215343,44,87
22,6120977,0,87
22,3368646,0,87
22,753115,0,87
22,4865107,51,87
22,49553,48,87
22,16320,0,87
22,852649,43,87
22,1494491,21,87
22,527248,0,87
22,819774,25,87
22,33439,3.9,87
22,351255,4,87
22,477831,51,87
22,1871421,0,87
22,3337952,0,87
22,126337,9.6,87
22,68071,0,87
22,240475,9.5,87
22,373606,0,87
22,15426,50,87
22,714340,0,87
22,1451000,0,87
22,1490732,21,87
22,2163282,0,87
22,1163232,31,87
22,114680,27,87
22,751766,0,87
22,2418158,0,87
22,914917,0,87
22,3158151,53,87
22,7594559,34,87
22,1028637,0,87
22,167652,12,87
22,811714,50,87
22,1075277,47,87
22,7529865,0,87
22,3368705,0,87
22,1579343,0,87
22,93726,9.2,87
22,597068,0,87
22,823109,0,87
22,4865132,51,87
22,49553,48,87
22,197295,24,87
22,21578,1.6,87
22,307453,17,87
22,32896,31,87
22,98717,59,87
22,542561,46,87
22,3158151,53,87
22,462702,45,87
23,521138,0,38
23,1802,9.8,38
23,283662,0,38
23,82882,0,38
23,459795,0,38
23,133825,34,38
23,911995,20,38
23,1733,19,38
23,342909,6,38
23,31908,0,38
23,56270,15,38
23,107724,6.5,38
23,101455,6.2,38
23,152780,0,38
23,21733,0,38
23,410384,0,38
23,277902,0,38
23,91031,0,38
23,112725,0,38
23,76346,14,38
23,63938,0,38
23,18678,0,38
23,39878,6.1,38
23,152867,17,38
23,63580,24,38
23,121003,0,38
23,135763,13,38
23,176448,10,38
23,1981,10,38
23,16016,6.9,38
23,9992,31,38
23,36490,0,38
23,122282,0,38
23,218,28,38
23,4011,2.6,38
23,25172,30,38
23,14123,13,38
23,2487,27,38
23,180938,29,38
23,950,18,38
23,232423,35,38
23,1664,17,38
23,1391,0,38
23,2486,18,38
23,188834,0,38
23,697,3,38
23,5510,32,38
23,4549,24,38
23,91031,0,38
23,6106,0,38
23,277900,0,38
23,521138,0,38
23,459795,0,38
23,122282,0,38
23,176448,10,38
23,133825,34,38
23,91031,0,38
23,288809,6.6,38
23,43611,27,38
23,521138,0,38
23,82882,0,38
23,91031,0,38
23,78442,25,38
23,288809,6.6,38
23,3017,24,38
23,30840,0,38
23,36255,25,38
23,752,33,38
23,19230,88,38
23,926,9.3,38
23,26102,0,38
23,37167,0,38
23,2020,84,38
23,798,4.7,38
23,7543,25,38
23,1845,12,38
23,13098,0,38
23,1904,9.9,38
23,6106,0,38
23,11085,61,38
23,3387,25,38
23,11151,52,38
23,29673,57,38
23,277904,0,38
23,50017,41,38
23,63650,4.6,38
23,176450,10,38
23,50179,23,38
23,43611,27,38
23,521140,0,38
23,9971,33,38
23,122283,0,38
23,1660,4.7,38
23,361,2.2,38
23,5305,0,38
23,24082,95,38
23,133833,34,38
23,91033,0,38
23,990,9.4,38
23,32386,19,38
23,101,3.9,38
23,521140,0,38
23,122283,0,38
23,82883,0,38
23,133833,34,38
23,91033,0,38
23,35394,21,38
23,32386,19,38
23,288809,6.6,38
23,28895,82,38
23,410395,0,38
23,11549,0,38
23,277904,0,38
23,521140,0,38
23,34123,19,38
23,459797,0,38
23,4057,26,38
23,5517,5.2,38
23,4272,16,38
23,539,0,38
23,9971,33,38
23,122283,0,38
23,82883,0,38
23,342912,6,38
23,666521,25,38
23,838765,0,38
23,133833,34,38
23,2943,8.1,38
23,108318,35,38
23,7543,25,38
23,18679,0,38
23,91033,0,38
23,32386,19,38
23,68935,48,38
23,80900,21,38
23,288809,6.6,38
23,5511,32,38
23,75545,0,38
23,28895,82,38
23,50179,23,38
23,11151,52,38
23,30840,0,38
23,1605267,0,38
24,136626,14,88
24,219848,0,88
24,52029,0,88
24,49190,25,88
24,5150,0,88
24,64713,58,88
24,216388,19,88
24,481545,29,88
24,6012,81,88
24,260121,0,88
24,1830388,0,88
24,17878,28,88
24,26871,0,88
24,1162837,0,88
24,359403,0,88
24,9235155,0,88
24,219848,0,88
24,33782,7.6,88
24,192641,33,88
24,2338655,0,88
24,751551,42,88
24,24781,8.3,88
24,32862,14,88
24,16101,0,88
24,76779,0,88
24,2129689,0,88
24,98585,37,88
24,136633,14,88
24,459851,0,88
24,5572,21,88
24,16815,28,88
24,2277,27,88
